PDS,ANZ_S,RTS_E22100.0,RTS_E22100.1,RTS_E22100.3,RTS_E22100.3.MW_A_PR,RTS_E22100.3.MW_M_PR,RTS_E22100.3.MW_A_PW,RTS_E22100.3.MW_M_PW,RTS_E22100.4,RTS_E22100.4.MW_A_PR,RTS_E22100.4.MW_M_PR,RTS_E22100.4.MW_A_PW,RTS_E22100.4.MW_M_PW,RTS_E22100.9,RTS_E22090.0,RTS_E22090.1,RTS_E22090.3,RTS_E22090.3.MW_A_PR,RTS_E22090.3.MW_M_PR,RTS_E22090.3.MW_A_PW,RTS_E22090.3.MW_M_PW,RTS_E22090.4,RTS_E22090.4.MW_A_PR,RTS_E22090.4.MW_M_PR,RTS_E22090.4.MW_A_PW,RTS_E22090.4.MW_M_PW,RTS_E22090.9,RTS_E22080.0,RTS_E22080.1,RTS_E22080.3,RTS_E22080.3.MW_A_PR,RTS_E22080.3.MW_M_PR,RTS_E22080.3.MW_A_PW,RTS_E22080.3.MW_M_PW,RTS_E22080.4,RTS_E22080.4.MW_A_PR,RTS_E22080.4.MW_M_PR,RTS_E22080.4.MW_A_PW,RTS_E22080.4.MW_M_PW,RTS_E22080.9,RTS_E22070.0,RTS_E22070.1,RTS_E22070.3,RTS_E22070.3.MW_A_PR,RTS_E22070.3.MW_M_PR,RTS_E22070.3.MW_A_PW,RTS_E22070.3.MW_M_PW,RTS_E22070.4,RTS_E22070.4.MW_A_PR,RTS_E22070.4.MW_M_PR,RTS_E22070.4.MW_A_PW,RTS_E22070.4.MW_M_PW,RTS_E22070.9,RTS_E22060.0,RTS_E22060.1,RTS_E22060.3,RTS_E22060.3.MW_A_PR,RTS_E22060.3.MW_M_PR,RTS_E22060.3.MW_A_PW,RTS_E22060.3.MW_M_PW,RTS_E22060.4,RTS_E22060.4.MW_A_PR,RTS_E22060.4.MW_M_PR,RTS_E22060.4.MW_A_PW,RTS_E22060.4.MW_M_PW,RTS_E22060.9,RTS_E22050.0,RTS_E22050.1,RTS_E22050.3,RTS_E22050.3.MW_A_PR,RTS_E22050.3.MW_M_PR,RTS_E22050.3.MW_A_PW,RTS_E22050.3.MW_M_PW,RTS_E22050.4,RTS_E22050.4.MW_A_PR,RTS_E22050.4.MW_M_PR,RTS_E22050.4.MW_A_PW,RTS_E22050.4.MW_M_PW,RTS_E22050.9,RTS_E22040.0,RTS_E22040.1,RTS_E22040.3,RTS_E22040.3.MW_A_PR,RTS_E22040.3.MW_M_PR,RTS_E22040.3.MW_A_PW,RTS_E22040.3.MW_M_PW,RTS_E22040.4,RTS_E22040.4.MW_A_PR,RTS_E22040.4.MW_M_PR,RTS_E22040.4.MW_A_PW,RTS_E22040.4.MW_M_PW,RTS_E22040.9,RTS_E22030.0,RTS_E22030.1,RTS_E22030.3,RTS_E22030.3.MW_A_PR,RTS_E22030.3.MW_M_PR,RTS_E22030.3.MW_A_PW,RTS_E22030.3.MW_M_PW,RTS_E22030.4,RTS_E22030.4.MW_A_PR,RTS_E22030.4.MW_M_PR,RTS_E22030.4.MW_A_PW,RTS_E22030.4.MW_M_PW,RTS_E22030.9,RTS_E22020.0,RTS_E22020.1,RTS_E22020.3,RTS_E22020.3.MW_A_PR,RTS_E22020.3.MW_M_PR,RTS_E22020.3.MW_A_PW,RTS_E22020.3.MW_M_PW,RTS_E22020.4,RTS_E22020.4.MW_A_PR,RTS_E22020.4.MW_M_PR,RTS_E22020.4.MW_A_PW,RTS_E22020.4.MW_M_PW,RTS_E22020.9,RTS_E22010.0,RTS_E22010.1,RTS_E22010.3,RTS_E22010.3.MW_A_PR,RTS_E22010.3.MW_M_PR,RTS_E22010.3.MW_A_PW,RTS_E22010.3.MW_M_PW,RTS_E22010.4,RTS_E22010.4.MW_A_PR,RTS_E22010.4.MW_M_PR,RTS_E22010.4.MW_A_PW,RTS_E22010.4.MW_M_PW,RTS_E22010.9
7709265,1135,19,,,,,,,1116,"2,119176","31,787634",",701104","10,516559",,376,129,66,"2,954545",45,",939895","14,337055",564,"3,859929","94,175532","1,262281","30,93902",,121,277,319,"4,141066","143,510972","1,340581","46,516456",418,"5,016746","248,61244","1,679567","83,235408",,393,440,156,"3,262821","230,769231","1,056949","74,980165",146,"5,924658","451,438356","1,924312","146,563376",,185,7,17,"1,058824",30,",3439","9,859477",926,"3,462203","155,853132","1,124659","50,739751",,4,420,499,"3,817635","142,755511","1,250746","47,025208",212,"7,853774","231,037736","2,524616","74,878005",,386,431,19,1,90,",336642","30,297784",299,"2,264214","156,521739",",753708","52,130714",,829,82,111,"5,342342","161,171171","1,677828","50,646063",113,"7,274336","222,920354","2,329863","71,482133",,532,43,102,"4,843137","155,147059","1,5644","50,070802",458,"11,482533","356,855895","3,664156","113,878576",,,33,97,"19,134021","603,71134","6,44874","203,601375",1005,"41,266667","1862,064677","13,327635","596,851729",
7709266,105,3,,,,,,,102,"1,068627","16,078431",",361398","5,438124",,1,2,,,,,,102,"3,137255","116,715686","1,056057","39,37242",,3,4,12,"2,166667","126,25",",77082","44,936683",86,"4,232558","253,953488","1,396971","83,81824",,,8,19,"3,368421","239,210526","1,077388","76,583333",78,"6,525641","453,461538","2,189307","152,401067",,5,6,10,"1,2",32,",410926","10,927778",84,"3,011905","126,904762","1,00486","42,228659",,2,47,25,"5,96","143,8","1,983993","48,014815",31,"7,774194",250,"2,559885","82,642959",,45,34,6,2,90,",619753","27,888889",20,3,135,"1,025541","46,149342",,76,5,9,"4,777778","143,333333","1,601646","48,049383",15,"6,933333",208,"2,435214","73,056406",,19,26,13,"3,923077","136,153846","1,340987","46,413753",47,"7,638298","304,574468","2,511847","100,469754",,,,,,,,,105,"48,238095","1623,52381","16,096817","541,469081",
7709267,111,9,,,,,,,102,"1,009804","15,294118",",326634","4,950976",,8,3,1,1,50,",35","17,5",99,"1,545455","86,464646",",493085","27,634528",,3,34,33,"4,787879","143,636364","1,607015","48,210438",41,"8,292683","322,682927","2,626452","102,596481",,10,40,31,"3,806452","239,032258","1,201595","75,442231",30,"5,733333","376,5","1,799568","119,344444",,4,,2,1,30,",30463","9,138889",105,"1,371429",68,",437247","21,863713",,1,29,76,"3,026316","135,328947",",963154","43,072435",5,"4,6",243,"1,464815","76,338889",,4,2,1,2,90,",823529","37,058824",104,"4,980769","224,134615","1,569658","70,634614",,77,9,19,"5,052632","195,789474","1,613968","62,348178",6,"6,833333","276,666667","2,152989","86,983756",,34,22,9,"4,888889","148,333333","1,546998","47,110203",46,"12,543478","415,326087","3,910324","129,546589",,1,1,22,"25,090909","670,909091","7,68468","205,719276",87,"42,954023","1391,896552","13,741769","445,315103",
7709268,183,35,,,,,,,148,"1,5","71,959459",",516224","24,768429",,2,,2,2,45,",7","15,75",179,"3,251397","120,530726","1,122782","41,56291",,9,3,15,"3,333333",156,"1,128376","52,863938",156,"4,717949","226,442308","1,61296","77,462746",,,12,36,"3,638889","211,25","1,227378","71,31473",135,"7,333333","413,814815","2,518919","142,19123",,25,2,,,,,,156,"8,685897","306,057692","2,996378","105,596668",,,33,20,4,"143,5","1,434254","51,499785",130,"5,515385","212,807692","1,881111","72,623339",,39,44,,,,,,100,2,120,",678263","40,695772",,126,18,16,"4,9375","162,1875","1,700579","55,854167",23,"6,043478","183,913043","2,120023","64,51373",,12,5,24,"3,708333","141,25","1,230027","46,952101",142,"4,943662","245,704225","1,682853","83,901319",,,16,24,"20,083333","622,5","6,767377","209,704069",143,"29,559441","919,51049","10,116736","314,916328",
7709269,811,129,,1,1,10,",388889","3,888889",681,"1,440529","35,734214",",469098","11,520257",,31,169,18,2,45,",670539","15,087121",593,"2,644182","111,315346",",862646","36,251943",,63,127,365,"3,643836","156,657534","1,139561","49,020287",256,"4,269531","185,976563","1,491463","64,969743",,68,180,149,"3,328859","230,805369","1,075326","74,836475",414,"5,809179","413,52657","1,851969","132,22414",,65,,8,1,"31,25",",3093","9,716503",738,"1,48103","102,317073",",48531","33,458465",,46,118,138,"2,384058","126,884058",",788487","41,913642",509,"3,442043","192,328094","1,117215","62,482584",,88,287,,,,,,436,"2,011468","120,688073",",675287","40,517211",,563,39,97,"5,350515","165,206186","1,691081","52,275967",112,"6,785714","213,973214","2,19643","68,933474",,388,25,57,"4,403509","150,526316","1,414244","48,464262",341,"9,818182","353,929619","3,102626","111,767895",,,4,66,"22,590909","653,863636","7,342627","212,672709",741,"35,152497","1179,055331","11,375684","381,451104",
7709270,183,55,,,,,,,128,"1,382813","33,398438",",462686","11,215029",,82,6,2,3,45,"1,05","15,75",93,"6,817204","118,709677","2,199542","38,537933",,21,31,46,"3,304348","150,326087","1,04603","47,375709",85,"5,717647","230,823529","1,915664","77,20817",,47,81,32,"3,84375","228,75","1,243229","73,880787",23,"11,434783","696,956522","3,548274","216,36582",,34,,18,1,30,",329835","9,895062",131,"1,977099","100,534351",",643065","32,97714",,5,53,16,"4,25","142,5","1,437269","47,736111",109,"6,715596","283,211009","2,233318","94,171404",,9,37,,,,,,137,"2,379562","142,773723",",774178","46,450694",,63,71,31,"6,129032",195,"1,908901","61,078853",18,"7,055556","256,666667","2,328292","84,464506",,60,11,6,"4,666667",155,"1,497222","48,805556",106,"11,886792","428,632075","3,922082","141,262865",,,1,3,20,600,"6,942811","208,284314",179,"42,307263","1295,363128","13,778145","421,445848",
7709271,112,,,,,,,,112,"1,026786","15,9375",",328291","5,111868",,3,1,27,1,45,",329962","14,848278",81,"4,209877","163,82716","1,289221","50,395565",,11,8,36,"3,166667",140,"1,0102","44,168346",57,"5,877193","243,421053","1,766471","74,107153",,,12,5,"3,4",205,"1,19","71,75",95,"8,684211","580,473684","2,663724","177,652251",,1,,,,,,,111,"2,972973","182,612613",",920469","56,724",,,1,7,"4,571429","145,714286","1,597953","50,434211",104,"7,009615","255,865385","2,225902","81,019514",,2,3,4,"2,75",105,",9625","36,75",103,"3,718447","169,320388","1,17804","53,54476",,61,7,28,"5,571429","167,142857","1,720167","51,605015",16,7,"230,625","2,126736","71,020833",,1,2,1,5,180,"1,296296","46,666667",108,"13,342593","678,055556","4,082924","207,160386",,,2,3,"20,333333",640,"7,245614","227,868421",107,"53,46729","1842,102804","16,186304","558,849858",
7709272,494,5,,,,,,,489,"1,588957","47,423313",",518025","15,468767",,2,212,113,"2,867257","49,469027",",932888","16,095487",167,"4,580838","96,347305","1,446006","30,607256",,31,111,161,"4,136646","146,459627","1,349641","47,843611",191,"5,989529","257,905759","1,931097","83,210024",,57,143,99,"2,747475","218,636364",",912469","72,671132",195,"5,435897","443,076923","1,726471","140,775697",,129,,67,"1,014925","30,149254",",328403","9,747616",298,"2,275168","80,90604",",736259","26,259723",,31,114,258,"2,05814","148,895349",",682381","49,319465",91,"3,197802","214,505495","1,023714","68,909702",,172,94,,,,,,228,"2,741228","164,473684",",887896","53,273738",,394,43,37,"4,918919","225,405405","1,576112","72,150277",20,"6,9","346,5","2,213486","110,333475",,246,47,52,"5,019231","150,384615","1,611183","48,227687",149,"6,959732","430,067114","2,233909","137,654726",,,5,72,"20,25","641,458333","6,568353","208,406431",417,"29,803357","1013,764988","9,617932","327,357693",
7709273,506,12,,,,,,,494,"1,534413","23,016194",",508147","7,622198",,189,13,3,2,"43,333333",",639506","13,805556",301,"1,614618","89,61794",",524506","29,139069",,11,22,64,"5,046875","145,703125","1,65768","47,71021",409,"10,420538","344,621027","3,449554","114,330452",,79,87,116,"3,62069","227,456897","1,188497","74,487486",224,"6,558036","429,375","2,143279","140,479786",,39,,28,"1,035714","30,357143",",341131","10,048733",439,"2,079727","118,906606",",68351","39,146835",,,3,31,"6,548387",160,"2,309168","56,466469",472,"9,205508","270,911017","3,042589","89,708974",,43,58,,,,,,405,"2,239506","152,444444",",74323","50,591773",,402,13,11,"5,363636","214,545455","1,674288","66,971524",80,"7,75",288,"2,559169","94,915615",,151,102,67,"5,761194",150,"1,884439","49,068212",186,"12,704301","297,795699","4,112033","96,659858",,,14,55,"21,2","608,636364","7,189731","206,498225",437,"34,510297","1166,10984","11,324324","382,887434",
7709274,227,9,,,,,,,218,"1,077982","32,33945",",338807","10,191869",,32,15,6,"2,833333","48,333333",",855556","14,723766",174,"2,402299","77,614943",",740906","24,183292",,81,16,17,"3,176471","155,294118",",956984","46,625154",113,"4,371681","259,911504","1,355875","80,592932",,55,43,33,"3,272727","234,545455","1,011509","71,906119",96,"6,333333","590,9375","1,940153","180,987295",,9,1,,,,,,217,"20,889401","300,299539","6,419771","92,753197",,,12,21,"5,238095","145,952381","1,652469","45,949912",194,"7,778351","340,798969","2,418069","106,458602",,69,,,,,,,158,"1,917722","230,126582",",601036","72,124266",,91,37,61,"5,327869","168,688525","1,617114","51,324064",38,"6,947368","214,342105","2,15801","66,275392",,84,49,32,"5,21875","156,5625","1,59996","47,998804",62,"10,33871","316,935484","3,116699","95,564591",,,1,2,"25,5",765,"7,60926","228,277778",224,"53,933036","2243,638393","16,636964","693,19858",
7709275,988,53,,,,,,,935,"1,019251","45,812834",",336239","15,105577",,271,301,50,"2,02",45,",6885","15,333746",366,"4,122951","307,26776","1,22037","87,203254",,119,109,127,"3,76378","156,574803","1,173752","48,844103",633,"6,235387","268,988942","2,042718","88,083983",,136,164,130,"3,876923","229,730769","1,266359","74,942532",558,"7,851254","498,378136","2,478671","157,910222",,56,9,11,"1,363636","32,727273",",445183","10,656825",912,"1,980263","116,315789",",650416","38,170186",,,283,346,"5,052023","157,153179","1,703514","53,311979",359,"6,579387","233,189415","1,984375","70,076533",,99,19,13,2,"103,846154",",681582","35,379211",857,"2,495916","157,240373",",820955","51,712335",,733,38,72,"5,263889","210,555556","1,633116","65,324642",145,"7,358621","300,137931","2,366053","96,550705",,255,80,76,"3,868421","146,644737","1,265927","47,757537",577,"11,07799","385,060659","3,560121","123,736026",,,1,2,22,595,"7,7","208,25",985,"51,553299","1827,390863","16,714819","590,428337",
7709276,174,32,,,,,,,142,"1,28169","32,21831",",414785","10,461741",,40,49,11,2,45,",607804","13,675579",74,"2,054054","82,094595",",648834","26,002497",,15,42,51,"4,921569","151,176471","1,577608","48,350035",66,7,"295,454545","2,287374","95,323876",,16,54,40,"4,15","231,375","1,322993","73,83656",64,"7,359375","460,546875","2,292509","142,729232",,58,,7,1,30,",337037","10,111111",109,"2,091743","115,59633",",66242","36,649806",,,16,50,"3,88",145,"1,280182","47,909424",108,"6,768519","229,953704","2,17871","73,951687",,15,42,,,,,,117,"2,504274","150,25641",",788263","47,295751",,133,20,17,"5,058824","189,117647","1,596014","59,533192",4,"8,75","386,25","3,0625","135,1875",,24,38,26,"4,961538","160,961538","1,628846","52,245727",86,"11,430233","414,94186","3,573507","129,079356",,,10,29,"22,482759","680,172414","6,922538","208,891706",135,"33,518519","1040,074074","10,822093","335,425203",
7709277,165,29,,,,,,,136,"1,044118","15,661765",",357059","5,355881",,5,12,33,"1,121212",45,",39872","15,92726",115,"2,617391","69,956522",",88553","23,708086",,8,49,65,"4,876923","146,307692","1,633528","49,005849",43,"7,488372","224,651163","2,437204","73,116109",,17,112,27,"5,407407","224,814815","1,769154","73,891871",9,"7,444444","353,333333","2,409822","113,779186",,5,,,,,,,160,"1,26875","55,1875",",43265","18,860481",,,112,48,"4,916667","156,145833","1,648873","52,596626",5,"9,2",241,"2,599852","73,605648",,114,18,32,2,90,",641195","28,853749",1,4,180,"1,4",63,,93,15,27,"4,962963","148,888889","1,70819","51,245701",30,7,210,"2,392235","71,76704",,73,11,13,"4,076923","143,076923","1,375197","47,820423",68,"7,544118","305,955882","2,549964","102,113284",,,,6,"25,5","666,666667","8,276809","215,391996",159,"40,647799","1065,157233","13,637877","357,359389",
7709278,86,,,,,,,,86,"1,511628","22,674419",",493499","7,402482",,,2,5,3,45,"1,075392","16,130882",79,"4,835443","117,341772","1,552593","37,853725",,,2,27,"5,444444","163,333333","1,703909","51,117255",57,"8,54386","256,315789","2,750963","82,528904",,,9,23,"4,956522","264,782609","1,452336","77,439881",54,"6,388889",350,"2,155693","118,008014",,,7,,,,,,79,"2,620253","89,113924",",841925","28,690507",,,,4,"3,75","157,5","1,076107","45,373792",82,"5,463415","252,439024","1,787483","82,606579",,11,40,,,,,,35,"2,028571","121,714286",",655438","39,326275",,54,5,13,"5,384615","170,769231","1,738251","55,420801",14,"7,857143",260,"2,53287","83,967593",,30,5,11,"5,363636","160,909091","1,71493","51,447889",40,"9,975","299,25","3,137608","94,128228",,,,,,,,,86,"48,837209","1381,162791","15,627497","442,301588",
7709279,206,,,,,,,,206,"2,791262","42,160194",",919209","13,890077",,53,12,,,,,,141,"2,744681","110,212766",",882629","35,221671",,11,12,105,"5,057143","151,714286","1,623971","48,719126",78,"8,512821","321,538462","2,710236","101,685337",,3,72,18,"4,055556","252,5","1,244783","76,898965",113,"7,19469","484,911504","2,2371","151,725779",,15,,2,"1,5",30,",380883","8,338236",189,"1,666667","90,952381",",547762","29,985007",,,,1,4,135,"1,4","47,25",205,"8,15122","361,219512","2,67577","118,661598",,6,29,27,2,"104,444444",",641088","33,46266",144,"2,277778","132,395833",",755044","43,860249",,113,2,6,"5,166667",170,"1,734877","57,166667",85,"8,482353","271,058824","2,702414","86,431296",,44,36,37,"4,702703","146,756757","1,533854","48,00212",89,"5,426966","336,741573","1,773949","110,285585",,,,8,"19,375","626,25","6,132721","199,731618",198,"44,09596","1881,742424","14,165615","602,795546",
7709280,158,1,,,,,,,157,"1,031847","15,573248",",31756","4,780123",,59,15,15,"1,2",45,",377626","14,387622",69,"2,826087","116,73913",",863959","35,719021",,31,35,42,"3,666667","170,714286","1,110165","51,458884",50,"5,72","264,3","1,63392","75,632351",,43,37,25,"3,36","261,6",",919575","72,467703",53,"5,415094","445,377358","1,604131","131,804777",,24,,,,,,,134,"1,671642","96,940299",",514682","29,927766",,2,46,59,"2,305085","126,949153",",710457","39,113609",51,"3,54902","193,529412","1,069452","58,671396",,27,80,,,,,,51,2,120,",5987","35,921981",,110,15,15,"6,133333",192,"1,709733","52,93904",18,"8,555556",315,"2,446842","86,580472",,67,28,36,"5,666667",170,"1,584279","47,528368",27,"9,296296","278,888889","2,665312","79,959368",,,,9,"21,444444","606,666667","7,023045","199,082304",149,"41,805369","1455,90604","12,397253","432,399085",
7709281,258,40,,,,,,,218,"1,669725","34,334862",",547913","11,220678",,11,99,3,"2,666667",45,",718399","12,525986",145,"2,668966","104,482759",",873969","34,412845",,4,26,58,"4,465517","166,551724","1,257436","47,085057",170,"5,076471","184,941176","1,767109","64,243715",,21,98,66,"4,378788",230,"1,374974","72,223853",73,"5,589041","325,273973","1,838788","107,537443",,8,1,,,,,,249,"1,690763","155,502008",",559383","51,514367",,,15,38,"3,236842","146,842105","1,120542","50,896507",205,"5,360976","257,341463","1,75119","84,261496",,,13,,,,,,245,"2,857143","164,489796",",945244","54,518902",,171,10,21,"5,142857","232,142857","1,694278","76,103257",56,"7,107143","323,303571","2,323866","105,582245",,9,7,3,3,130,"1,05","45,5",239,"9,748954","439,539749","3,12737","142,143612",,,12,10,"17,1",546,"5,985","191,1",236,"37,877119","1373,771186","12,285874","445,915433",
7709282,155,1,,,,,,,154,"1,012987","15,194805",",317662","4,764925",,,4,8,2,45,",7","15,75",143,"3,874126","86,538462","1,175407","26,280723",,36,17,12,"3,5",175,"1,025726","51,286311",90,"5,322222","266,111111","1,647406","82,370323",,14,85,28,"4,785714","256,785714","1,430536","75,638694",28,7,"410,714286","2,116831","124,161722",,11,1,1,1,30,",35","10,5",142,"2,647887","89,753521",",792829","27,689282",,,21,39,"3,051282","136,538462",",949845","42,466704",95,"4,578947","218,947368","1,424874","68,085127",,36,6,12,2,100,",629115","31,455741",101,"3,128713","156,435644",",979135","48,956748",,6,129,7,"4,428571","152,142857","1,472222","50,462963",13,"11,153846","318,846154","3,012862","85,999874",,48,47,17,"5,823529","160,294118","1,787364","49,003813",43,"12,534884","354,302326","3,590829","101,229113",,,,5,"24,2",689,"6,611015","189,733471",150,"55,44","1680,366667","16,872896","512,304468",
7709283,481,37,,,,,,,444,"2,112613","126,689189",",727416","43,621314",,78,60,,,,,,343,"2,090379","62,653061",",71627","21,467688",,,18,29,"5,034483","151,034483","1,676942","50,308259",434,"7,942396","238,271889","2,730964","81,928907",,25,73,100,"2,65","218,4",",901209","74,373857",283,"4,533569","387,208481","1,563001","133,475676",,39,7,2,1,30,",334091","10,022728",433,"2,360277","71,709007",",814428","24,692192",,1,130,142,"3,950704","140,669014","1,362511","48,561109",208,"5,673077","215,985577","1,943675","74,089645",,13,194,254,2,"104,940945",",690419","36,226318",20,"2,8","168,25",",94372","56,843398",,1,378,50,"4,8",144,"1,621073","48,632188",52,"6,423077","192,692308","2,208101","66,24302",,2,197,120,"4,533333","145,875","1,544627","49,645534",162,"6,425926","232,314815","2,227384","80,507347",,,,1,20,600,7,210,480,"38,333333","1212,03125","13,178063","416,723716",
7709284,36,3,,,,,,,33,"1,242424","22,272727",",379577","6,957217",,7,3,10,"1,9",45,",592466","13,970566",16,5,"114,375","1,462285","32,992008",,3,10,13,"5,692308","170,769231","1,694609","50,838278",10,"7,7",231,"2,519609","75,588256",,3,25,5,"4,6",227,"1,493626","73,520322",3,7,365,"2,304815","120,05",,2,,1,1,30,",35","10,5",33,"2,818182","130,606061",",86566","40,666842",,,20,7,"5,857143","155,714286","1,629179","43,941953",9,"6,888889","211,666667","2,196115","67,869894",,36,,,,,,,,,,,,,9,3,15,"6,066667","189,333333","1,753497","54,670043",9,"7,333333","232,222222","2,266086","71,231557",,7,13,2,2,120,",75731","45,438597",14,"7,357143","340,714286","2,153153","100,874712",,,2,4,"21,25",705,"6,464943","212,127155",30,"34,933333","1379,5","10,556073","416,513501",
7709285,762,136,,4,1,10,",327315","3,273148",622,"1,567524","24,389068",",518524","8,062656",,,112,18,3,45,",985185","14,777778",632,"3,731013","107,436709","1,226492","35,542438",,58,34,112,"4,3125","170,625","1,341283","52,544773",558,"5,130824","245,412186","1,700606","80,989085",,36,203,136,"3,911765","225,147059","1,283057","73,777821",387,"7,170543","423,824289","2,340284","138,387836",,48,5,3,"1,333333",30,",466667","10,5",706,"1,910765","102,322946",",62885","33,687523",,,1,38,"4,5","142,368421","1,500975","47,464912",723,"7,936376","323,208852","2,629978","107,338255",,65,106,3,2,"108,333333",",639506","34,589506",588,"2,010204","120,612245",",669549","40,172918",,607,7,30,"5,333333",168,"1,682161","53,264815",118,"6,70339","212,542373","2,143341","67,93535",,351,23,80,"4,9875","149,625","1,667361","50,020833",308,"9,418831","283,814935","3,029029","91,283331",,,27,69,"21,434783",605,"7,312802","206,285829",666,"39,896396","1228,160661","12,965654","398,980769",
7709286,90,1,,,,,,,89,"1,393258","42,47191",",435083","13,257848",,,11,10,2,45,",60658","13,648046",69,3,"102,826087",",957005","32,73503",,4,3,16,"3,9375","177,1875","1,145446","51,545089",67,"5,029851","226,343284","1,581549","71,169699",,,21,20,"4,1",246,"1,271533","76,29197",49,"6,653061","397,959184","2,061593","123,267015",,11,,,,,,,79,"1,64557","88,924051",",528286","28,419997",,,,1,6,170,"2,210526","62,631579",89,"10,033708","315,786517","3,161294","99,86512",,2,22,,,,,,66,2,120,",626067","37,564",,,70,8,"5,75","187,5","1,590513","51,903579",12,"7,25","232,5","2,322334","74,539983",,4,5,3,4,150,"1,339961","47,976608",78,"7,794872","388,076923","2,396173","119,473766",,,2,15,"21,6","647,333333","6,614568","198,182492",73,"57,09589","2341,780822","17,821037","730,317166",
7709287,83,,,,,,,,83,1,45,",30726","13,826701",,,,,,,,,83,"7,831325","412,228916","2,427282","127,809028",,6,12,34,"4,029412","182,352941","1,131911","51,208355",31,5,"227,419355","1,577861","71,780287",,1,8,6,"3,666667",270,"1,111638","81,716231",68,"7,779412","552,573529","2,281631","162,350561",,,,,,,,,83,"6,253012","192,710843","1,880731","58,244468",,,10,17,"4,176471","141,176471","1,273062","42,968858",56,"5,892857","233,571429","1,804581","71,075905",,2,13,4,1,90,",327315","29,458333",64,2,"149,0625",",616833","45,955574",,54,5,16,"5,625","232,5","1,652158","68,030773",8,"7,125","312,5","2,1875","94,62963",,2,4,2,"3,5",180,"1,043519","53,472222",75,"7,04","442,4","2,128435","133,779769",,,,1,20,600,7,210,82,"45,012195","1501,646341","13,289675","442,17891",
7709288,445,58,,,,,,,387,"1,281654","19,728682",",432783","6,659615",,39,4,13,2,40,",67208","13,441595",389,"1,933162","77,634961",",64848","26,088968",,48,32,83,"4,072289","164,939759","1,237913","50,223985",282,"5,595745","212,375887","1,919988","73,093331",,51,125,56,"3,910714","242,678571","1,24119","76,664721",213,"5,460094","359,43662","1,859926","122,271462",,129,18,17,"1,529412","34,411765",",534994","12,074453",281,"1,893238","74,697509",",633248","25,06876",,,5,28,4,"148,392857","1,36182","50,518556",412,"6,429612","273,495146","2,162081","92,004773",,11,45,83,2,105,",671187","35,237309",306,"2,640523","156,176471",",887287","52,520247",,334,18,17,"4,529412","142,941176","1,558686","48,910905",76,"6,75","204,868421","2,247744","68,261282",,122,34,91,5,150,"1,623384","48,701521",198,"6,459596","193,787879","2,196573","65,897187",,,10,27,"21,333333","670,740741","6,783106","213,454119",408,"33,585784","1072,647059","11,16227","356,407812",
7709289,122,,,,,,,,122,"2,147541","97,008197",",714197","31,975232",,3,9,3,"2,333333",45,",725926","14,388889",107,"4,542056","159,672897","1,491116","52,400457",,104,4,6,5,150,"1,633333",49,8,"6,625","198,75","2,174676","65,240278",,2,5,23,"4,130435","226,086957","1,431981","78,584661",92,"6,793478","384,293478","2,177562","123,243805",,13,,,,,,,109,"1,788991","87,522936",",584736","28,326376",,,2,16,"4,6875","139,0625","1,589154","47,237132",104,"7,826923","280,096154","2,561527","91,439042",,10,16,,,,,,96,2,120,",658377","39,502639",,11,100,4,"6,5",180,"1,791939","49,388889",7,"7,285714","203,571429","2,423569","67,551383",,3,5,6,"5,833333",175,"1,684286","50,528583",108,"8,907407","543,981481","2,905968","178,919838",,,7,6,"18,5",575,"6,475","201,25",109,"40,798165","1630,366972","12,973918","518,185373",
7709290,349,,,,,,,,349,"2,040115","30,759312",",689143","10,392301",,3,55,35,"2,857143","48,571429",",951878","16,201474",256,"3,835938","104,6875","1,271208","34,934534",,55,17,46,"4,565217","166,956522","1,366317","50,472403",231,"5,536797","196,103896","1,870253","66,380071",,79,80,58,"3,965517","226,551724","1,291919","74,048673",132,"7,833333","454,318182","2,624216","152,110473",,,6,2,"2,5",40,",775",12,341,"2,683284","88,108504",",902763","29,642736",,,6,28,"4,964286","148,392857","1,70904","50,976608",315,"7,52381","250,238095","2,506019","83,811625",,15,12,,,,,,322,"2,10559","126,335404",",709743","42,584599",,177,35,79,"5,037975","151,139241","1,68225","50,467505",58,"6,706897","201,206897","2,202752","66,08257",,132,34,43,"4,581395","143,023256","1,550732","48,475452",140,"9,264286","348,857143","3,072117","115,553223",,,,28,"20,785714","623,571429","6,907011","207,210317",321,"34,373832","1078,831776","11,359713","356,544038",
7709291,336,,,,,,,,336,"2,9375","53,705357",",947436","17,280312",,10,21,5,3,45,"1,087059","16,305882",300,"3,386667","140,55","1,060518","44,038901",,3,56,127,"4,96063","148,818898","1,596347","47,890398",150,"8,16","246,8","2,541623","76,948688",,3,55,63,"5,650794","246,904762","1,685825","73,350563",215,"7,809302","350,930233","2,480428","111,756768",,1,,4,2,30,",65463","9,819445",331,"3,166163","106,812689","1,022693","34,502245",,,3,20,"5,2","154,5","1,6975","50,740278",313,"7,031949","238,817891","2,263019","76,887674",,27,78,7,2,"94,285714",",651429","30,6",224,"2,973214","160,446429",",933765","50,466607",,210,11,34,"5,705882","171,176471","1,713497","51,404904",81,"7,049383","203,333333","2,221406","64,003826",,98,27,33,"4,515152","149,090909","1,473338","48,387013",178,"13,275281","529,213483","4,16037","165,860006",,,1,4,24,720,"7,138971","214,169118",331,"50,256798","1503,987915","15,843152","473,67844",
