PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
1642632,251,138,,1,1,10,",35","3,5",112,"1,339286","51,339286",",4439","17,102154",,,2,,,,,,249,"4,321285","150,542169","1,446682","50,442339",,205,6,10,3,159,"1,028304","54,292983",30,"4,033333","201,666667","1,383196","69,159797",,9,97,125,"4,424","132,72","1,565088","46,952648",20,"6,1",183,"2,177549","65,326471",,39,,7,1,"46,428571",",352632","16,368421",205,"3,219512","167,536585","1,08667","56,520185",,,51,44,"3,136364","139,090909","1,063033","47,148105",156,"5,038462","365,480769","1,682391","122,666073",,,2,,,,,,249,"10,369478","270,903614","3,485489","91,129909",,2,3,5,2,90,",7","31,5",241,"4,053942","182,427386","1,374522","61,853475",,138,2,2,1,90,",25463","22,916667",109,"3,715596","321,743119","1,239629","107,267441",,,1,,,,,,250,"27,308","869,46","9,08424","288,761395",,59,65,57,"4,789474","177,105263","1,58807","58,409133",70,"8,157143","295,714286","2,727726","99,14414",,2,,3,"8,666667",430,"2,282883","115,121622",246,"18,341463","772,439024","6,120652","257,970258",
1642633,235,22,,,,,,,213,"1,018779","30,56338",",346153","10,384595",,1,4,1,2,35,",7","12,25",229,"3,275109","114,279476","1,109076","38,7993",,170,9,23,3,150,",995894","49,794686",33,4,200,"1,342702","67,135102",,55,7,11,"3,636364","171,818182","1,091246","51,722222",162,"5,487654","259,722222","1,887217","89,183797",,23,,,,,,,212,"2,957547","176,981132","1,002894","60,008564",,,15,25,"2,04","150,2",",709688","52,246608",195,"3,717949","341,435897","1,259792","115,767474",,,,2,7,105,"2,45","36,75",233,"14,038627","289,828326","4,764942","98,44629",,4,17,,,,,,214,"3,196262","191,775701","1,088094","65,285668",,18,2,15,1,60,",351228","21,073684",200,"2,825","165,6",",956357","56,091253",,,7,21,"7,380952","398,333333","2,473684","133,62768",207,"15,903382","829,202899","5,334626","278,236436",,5,56,98,"4,602041","141,734694","1,557492","47,98269",76,"9,236842","414,671053","3,129766","140,31981",,1,2,29,"7,62069","349,827586","2,596332","119,164276",203,"13,246305","637,364532","4,481481","215,871219",
1642634,541,528,,,,,,,13,"1,076923","52,307692",",341768","16,036214",,4,,7,1,30,",29731","8,919302",530,"2,471698","80,320755",",810683","26,287936",,384,19,10,3,150,"1,014693","50,734649",128,"4,773438","238,671875","1,55872","77,93598",,208,21,87,"3,252874","162,643678",",989122","49,456089",225,"3,995556","199,777778","1,329249","66,462468",,184,,23,1,50,",318726","15,936319",334,"4,610778","261,497006","1,497808","85,053476",,220,79,22,"2,454545","142,272727",",784256","45,713572",220,"2,713636","272,909091",",887733","89,318737",,2,8,25,"4,2","92,4","1,389541","30,182018",506,"8,583004","316,897233","2,821201","104,096904",,2,10,20,2,105,",653061","34,2857",509,"3,766208","211,561886","1,238535","69,563732",,417,34,22,"1,227273","64,090909",",413113","21,476319",68,"2,455882","127,5",",793438","41,291983",,,9,18,"7,555556","238,611111","2,448675","77,365253",514,"20,710117","680,262646","6,760337","222,117725",,166,124,51,"4,843137","145,294118","1,585067","47,552024",200,"10,225","306,75","3,345809","100,374266",,,9,17,"7,764706","238,235294","2,596053","79,512273",515,"17,15534","575,446602","5,597968","187,856065",
1642635,251,12,,67,1,10,",341472","3,414722",172,"1,895349","28,837209",",64801","9,859049",,1,34,24,"2,958333","38,958333","1,015275","13,373158",192,"4,151042","86,614583","1,401028","29,299534",,166,29,19,2,150,",712534","53,440063",37,3,210,"1,023032","71,61226",,153,3,9,"2,555556","153,333333",",747304","44,838207",86,"5,116279","306,976744","1,770885","106,25312",,77,,15,1,45,",32525","14,636275",159,"3,257862","180,220126","1,103069","61,033462",,1,,,,,,,250,"26,272","758,82","8,851698","256,748905",,,4,1,7,105,"2,722222","40,833333",246,"10,146341","408,882114","3,447198","138,97636",,30,78,,,,,,143,"2,118881","127,132867",",710354","42,621239",,246,2,,,,,,3,8,250,"2,346296","72,981481",,,6,26,"7,615385","230,769231","2,622323","79,477375",219,"15,205479","515,479452","5,090413","173,023186",,1,42,105,"4,8",144,"1,603787","48,113605",103,"11,271845","338,15534","3,814501","114,435022",,1,4,3,7,210,"2,594118","77,823529",243,"20,641975","619,259259","6,948696","208,460884",
1642636,136,100,,,,,,,36,"1,027778","15,416667",",338414","5,076209",,2,45,5,1,30,",334647","10,03942",84,"2,059524","46,369048",",627542","14,143544",,121,7,,,,,,8,4,240,"1,323138","79,388295",,22,30,34,"2,794118","158,382353",",84682","47,965191",50,"4,34","239,7","1,376773","75,903718",,75,,3,1,45,",362963","16,333333",58,"1,672414","96,724138",",495201","28,840838",,,9,19,"3,526316","151,052632","1,161532","49,821405",108,"5,601852","354,027778","1,720915","109,075522",,2,2,7,"2,142857","106,428571",",743573","36,67647",125,"4,824","259,48","1,49821","79,999144",,2,7,,,,,,127,"3,992126","205,511811","1,215413","63,07432",,129,2,,,,,,5,"8,8",264,"2,535027","76,050808",,1,9,23,8,"245,217391","2,474691","75,948464",103,"14,708738","444,757282","4,431273","133,991609",,5,1,2,"6,5",360,"1,631546","90,383142",128,"9,960938","566,953125","3,0521","173,476147",,,2,9,"9,222222",290,"2,689361","84,018422",125,"14,896","523,68","4,552447","160,291416",
1642637,377,9,,,,,,,368,"2,815217","109,320652",",897546","34,966826",,1,,,,,,,376,"7,888298","129,414894","2,452069","40,18143",,311,31,23,3,"176,086957",",890506","52,179177",12,4,210,"1,216287","63,855057",,202,47,43,"3,604651","164,651163","1,082127","49,399533",85,"6,270588","291,176471","1,900255","88,218806",,58,137,2,1,45,",259259","11,666667",180,"4,111111","218,083333","1,228121","64,956217",,16,29,64,"2,09375","123,28125",",666177","39,24535",268,"3,988806","270,839552","1,236442","83,833803",,,,,,,,,377,"22,822281","559,018568","7,086796","174,735351",,6,29,,,,,,342,"2,926901","175,614035",",925048","55,502893",,70,207,9,"2,111111","63,333333",",721378","21,641325",91,"6,153846","194,835165","1,894185","59,251233",,1,21,54,"8,5","293,888889","2,510036","87,721107",301,"16,119601","584,700997","4,93629","179,776099",,83,11,28,"5,464286","163,928571","1,653321","49,599627",255,"9,384314","281,529412","2,878157","86,344714",,,4,5,"9,8",294,"2,770051","83,101533",368,"28,019022","920,747283","8,582997","282,391155",
1642638,162,,,,,,,,162,"3,950617","148,148148","1,25269","46,97757",,,,,,,,,162,"6,641975","146,296296","2,089278","46,063377",,111,7,8,3,180,",877126","52,627561",36,4,240,"1,257489","75,449323",,30,5,11,"3,181818","159,090909","1,042921","52,146065",116,"5,827586","291,37931","1,809004","90,450193",,1,29,,,,,,132,"3,280303","137,424242","1,028821","43,125799",,,2,11,"2,818182","126,363636",",884923","39,68318",149,"5,214765","316,979866","1,652276","100,45341",,,,,,,,,162,"23,919753","667,654321","7,527841","210,638543",,1,7,,,,,,154,"4,045455","242,727273","1,283762","77,02574",,121,2,2,"2,5",90,",626613","24,048387",37,"8,081081",310,"2,410664","92,715789",,,2,,,,,,160,"31,59375","1028,875","9,947841","324,015718",,5,,17,"5,823529","199,411765","1,7481","60,486412",140,"9,521429","312,642857","2,987829","98,194553",,,2,1,6,195,"2,1","68,25",159,"17,937107","576,603774","5,653327","181,801648",
1642639,384,60,,,,,,,324,"1,015432","15,262346",",345988","5,200626",,5,2,3,2,"33,333333",",639506","10,608025",374,"4,57754","169,34492","1,545927","57,328208",,263,65,27,3,"178,148148","1,001561","59,50133",29,"4,241379","252,068966","1,357775","80,702108",,50,47,100,"4,45","153,15","1,476552","50,650544",187,"5,71123","214,197861","1,988163","74,253073",,38,,,,,,,346,"2,895954","248,150289",",980683","84,216676",,9,38,24,"3,666667","145,625","1,230456","48,850439",313,"7,789137","514,089457","2,659822","175,736814",,,4,3,"4,333333",100,"1,32451","29,955882",377,"10,079576","423,355438","3,402024","143,361763",,17,41,,,,,,326,"2,834356","170,06135",",951782","57,106916",,287,22,16,"2,0625","69,375",",671992","22,104191",59,"4,305085","171,949153","1,38123","55,320926",,,11,44,"7,590909","238,295455","2,595452","81,752723",329,"13,726444","505,531915","4,569325","168,053782",,3,44,52,"4,961538","157,211538","1,635962","51,908691",285,"8,617544","273,210526","2,883591","91,493567",,1,7,31,"7,193548","228,387097","2,517381","79,573393",345,"13,663768","453,73913","4,551451","150,905973",
1642640,311,9,19,,,,,,283,"2,586572","38,162544",",782398","11,585865",,59,,3,1,30,",322807","9,684211",249,"3,481928","109,819277","1,016767","32,235481",,257,15,9,3,180,",939815","56,388889",30,"3,966667",239,"1,150091","69,355438",,33,147,22,"4,818182","157,5","1,469529","48,063131",109,"9,46789","333,853211","2,766998","97,433985",,165,29,,,,,,117,"2,632479","107,435897",",769492","31,380472",,,54,44,"2,954545","158,181818",",889531","47,442079",213,"3,793427","244,647887","1,152489","74,041731",,,,2,"4,5","97,5","1,393519","29,361111",309,"12,084142","284,352751","3,611514","85,49079",,13,13,4,1,90,",314352","28,291667",281,"3,295374","246,245552",",997125","74,492298",,267,8,9,"2,666667",80,",760709","22,821256",27,"9,814815",315,"2,757356","88,311058",,,2,10,"8,2",316,"2,62039","104,013012",299,"18,491639","715,451505","5,438232","210,59672",,3,11,22,"6,227273","199,772727","1,726513","55,542843",275,"12,127273","452,563636","3,614794","134,517419",,1,3,1,12,340,"3,111111","88,148148",306,"20,153595","593,039216","5,99752","176,473112",
1642641,344,343,,,,,,,1,1,45,",35","15,75",,15,,3,1,30,",35","10,5",326,"1,610429","74,447853",",532476","24,711724",,344,,,,,,,,,,,,,142,118,59,"3,016949","133,728814",",99667","44,189624",25,"4,4","193,2","1,53637","66,795556",,25,24,,,,,,295,"4,169492","203,474576","1,383522","67,54419",,1,56,122,"9,07377","146,803279","3,009339","48,680513",165,"10,854545","245,060606","3,675287","83,111436",,2,72,41,"3,414634","107,195122","1,153546","36,22586",229,"8,310044","226,200873","2,774485","75,624423",,53,176,114,2,"109,95614",",683221","37,561797",1,2,120,",608696","36,521739",,336,5,,,,,,3,4,120,"1,4",42,,,,1,13,375,"2,84375","82,03125",343,"43,405248","1607,623907","14,391907","532,740936",,50,39,40,"4,675","220,5","1,534622","71,968489",215,"8,069767","423,488372","2,692724","141,080439",,9,6,29,"7,965517","238,965517","2,612503","78,375096",300,"12,316667","369,7","4,0882","122,716011",
1642642,146,101,,,,,,,45,"1,022222","16,333333",",308818","4,982276",,,4,6,2,30,",725926","10,888889",136,"3,845588","89,154412","1,19631","27,695252",,112,10,9,3,180,",95652","57,391223",15,4,240,"1,341836","80,510168",,2,16,39,"4,358974","170,25641","1,314702","51,249193",89,"6,393258","257,865169","2,026525","81,703843",,39,1,,,,,,106,"1,45283","84,90566",",461483","26,95456",,7,5,3,"2,666667",130,",772222","38,083333",131,"5,21374","376,259542","1,685519","121,479086",,,19,70,"5,171429",97,"1,650891","31,086109",57,"9,824561","158,947368","3,060005","49,823321",,6,17,,,,,,123,"3,211382","192,682927","1,01663","60,997773",,122,9,7,"2,142857","68,571429",",692008","22,123876",8,"4,75",150,"1,589484","50,24701",,,1,4,9,270,"2,490999","74,72997",141,"18,134752","544,042553","5,673219","170,196575",,,7,35,"5,742857","344,571429","1,722304","103,338241",104,"8,038462","482,307692","2,543216","152,592971",,,,2,8,370,"2,672728","122,818182",144,"19,152778","942,743056","5,952759","293,294973",
1642643,101,4,,,,,,,97,"1,010309","45,154639",",282171","12,639188",,,,5,2,35,",597158","10,450261",96,"3,895833","90,625","1,070132","24,791725",,55,9,36,3,180,",801927","48,115595",1,4,240,",756757","45,405405",,5,32,45,6,180,"1,671104","50,13311",19,"7,578947","242,631579","2,165655","69,188556",,7,,,,,,,94,"3,5","163,617021",",937343","44,316099",,2,,,,,,,99,"23,191919","862,777778","6,342792","236,203023",,,,1,5,105,"1,4","29,4",100,"24,47","265,15","6,659634","72,626815",,4,3,,,,,,94,"2,904255","171,382979",",812093","47,896731",,89,4,1,4,60,"1,555556","23,333333",7,"7,714286","160,714286","1,96873","42,68596",,,,9,11,"305,555556","2,734007","77,025457",92,"19,76087","579,130435","5,37219","157,350037",,,2,,,,,,99,"19,59596","621,666667","5,300418","168,441949",,,,,,,,,101,"22,772277","937,920792","6,181249","254,683062",
1642644,158,157,,,,,,,1,1,30,",35","10,5",,,,,,,,,158,"7,949367","221,708861","2,212601","62,153038",,104,6,21,"3,095238","178,571429",",842616","48,652203",27,4,"238,888889","1,163017","69,503231",,8,32,76,"5,315789","189,078947","1,396161","50,011653",42,"6,452381","224,285714","2,007661","70,040309",,82,1,,,,,,75,"4,226667","223,6","1,116149","59,014913",,,,1,11,165,"3,85","57,75",157,"17,522293","433,184713","4,818937","119,805351",,,,11,2,90,",571647","25,724095",147,"3,789116","199,795918","1,077045","56,783296",,,,,,,,,158,"3,772152","226,329114","1,075507","64,530398",,154,2,,,,,,2,"2,5",105,",916667","37,5",,,11,3,"9,333333",280,"2,286275","68,588235",144,"19,993056","677,916667","5,444703","185,605125",,,4,10,"7,5",420,"1,790614","99,743984",144,"11,631944","634,6875","3,223821","175,509813",,,1,2,"9,5",300,"2,51","79,05",155,"23,922581","756,580645","6,56413","208,445916",
1642645,163,12,,,,,,,151,"1,066225","16,192053",",331031","5,016971",,,,1,1,30,",35","10,5",162,"3,296296","128,734568","1,015789","39,785999",,131,12,5,3,180,",947094","56,825641",15,"4,2",246,"1,210988","70,740741",,16,40,50,"4,4","153,9","1,390539","47,819942",57,"5,22807",255,"1,72318","83,541185",,106,1,7,1,45,",324074","14,583333",49,"2,653061","137,142857",",775634","40,362369",,2,31,57,"2,912281","144,736842",",91341","45,494562",73,"4,369863","368,630137","1,354626","113,662496",,,1,,,,,,162,"11,055556","443,580247","3,442156","137,846586",,12,14,,,,,,137,"2,824818","169,489051",",87149","52,289398",,151,5,4,"1,5","67,5",",456945","21,583333",3,8,130,"2,437931","40,068966",,,2,15,"8,666667",270,"2,678979","83,869373",146,"13,739726","421,232877","4,186913","128,207151",,14,1,2,5,300,"1,613044","96,782609",146,"19,349315","1112,260274","5,920715","339,924215",,,2,2,7,240,"2,45",84,159,"24,616352","803,018868","7,538958","246,529447",
1642646,29,9,,1,1,10,",259259","2,592593",19,"1,736842","62,631579",",528806","19,208001",,8,7,6,"1,166667",30,",393771","10,146465",8,"2,625","68,75",",789352","20,296296",,18,3,2,3,180,",763889","45,833334",6,"4,166667","242,5","1,213356","70,301347",,1,3,5,"5,4",162,"1,687374","50,621212",20,"9,25","278,25","2,915421","87,650126",,4,,,,,,,25,"3,4",204,"1,082276","64,936566",,10,13,1,4,150,"1,555556","58,333333",5,"6,8",336,"2,15","104,181818",,,,3,"5,333333","98,333333","1,983333","36,814815",26,"9,923077","200,576923","3,156902","64,386105",,,,10,2,90,",715051","32,177273",19,3,135,",91882","41,34689",,28,1,,,,,,,,,,,,,2,1,9,300,"2,863636","95,454545",26,"15,615385","601,153846","5,009214","192,647533",,,14,11,"4,909091","147,272727","1,476768","44,30303",4,"8,25","247,5","2,161322","64,839647",,,2,,,,,,27,"16,888889","566,111111","5,345255","180,100636",
1642647,181,13,,,,,,,168,"1,035714","31,071429",",3028","9,083988",,,,,,,,,181,"3,81768","161,436464","1,09733","46,530505",,133,12,8,3,180,",936818","56,209091",28,4,240,"1,109751","66,585085",,,16,56,"5,875","176,25","1,684011","50,520343",109,"9,293578","278,807339","2,516929","75,507855",,10,,,,,,,171,"4,538012","266,140351","1,312834","77,136167",,15,166,,,,,,,,,,,,,1,,,,,,180,"8,672222","322,75","2,51455","94,75474",,,9,,,,,,172,"3,703488","222,209302","1,087958","65,277496",,147,5,4,"1,25",75,",373264","22,395833",25,"2,72","163,2",",799586","47,975167",,,1,4,8,"247,5","2,570909","79,752273",176,"17,676136","535,738636","4,90245","148,683778",,,2,3,6,360,"1,748272","104,896296",176,"12,522727","751,022727","3,489577","209,255274",,1,6,28,"9,714286","320,357143","2,642475","87,812687",146,"16,89726","642,123288","4,67626","177,697579",
1642648,59,2,,,,,,,57,"1,280702","25,964912",",386235","7,806306",,3,,33,2,40,",637152","12,743041",23,"3,391304","79,130435",",919426","21,308026",,59,,,,,,,,,,,,,,,2,7,235,"1,736842","54,473684",57,"8,526316","341,052632","2,512026","100,481024",,,,1,1,40,",333333","13,333333",58,"7,017241","388,362069","2,042297","113,03095",,7,10,3,2,150,",688889","51,666667",39,"6,025641","407,692308","1,743397","118,003631",,,,1,2,80,",666667","26,666667",58,"7,155172","338,275862","2,105448","99,671159",,59,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,59,"24,966102","981,864407","7,303082","287,033216",,,,,,,,,59,"13,033898","526,779661","3,81896","154,388096",,,,1,13,520,"2,84375","113,75",58,"15,12069","605,517241","4,436106","177,685626",
1642649,247,17,,,,,,,230,"1,013043","30,391304",",294382","8,831467",,,,8,"1,625",30,",446181","7,975695",239,"4,292887","99,100418","1,227201","28,165886",,149,68,30,3,180,",873747","52,424843",,,,,,,5,30,33,"4,363636","196,363636","1,11265","50,069272",179,"6,631285","298,407821","1,909729","85,937797",,6,,,,,,,241,"3,149378","188,091286",",905962","54,124411",,,1,1,3,150,",724138","36,206897",245,"20,040816","1015,714286","5,718437","290,0393",,,,,,,,,247,"12,534413","478,906883","3,611089","138,308617",,10,8,,,,,,229,"2,759825","165,58952",",800592","48,035512",,211,3,2,"3,5",105,",750958","22,528736",31,"7,16129","214,83871","2,024611","60,73833",,,12,34,"9,264706","274,705882","2,507712","74,300157",201,"14,447761","428,308458","4,1365","122,643016",,,4,24,"6,791667","236,25","1,777614","62,356207",219,"10,287671",340,"2,951149","97,6326",,,3,10,"10,1","397,5","2,48605","96,704091",234,"19,576923","743,141026","5,565232","211,412975",
1642650,1435,1033,176,,,,,,226,"1,168142","17,323009",",353136","5,257211",,,12,60,"4,583333","35,583333","1,540484","11,980399",1363,"7,303008","128,440939","2,219659","39,225729",,1042,31,27,3,180,",858276","51,496532",335,"4,614925","276,895522","1,430789","85,847365",,920,140,255,"3,839216","149,176471","1,25382","48,4428",120,"4,65",209,"1,526436","68,263002",,871,18,1,7,45,"1,441176","9,264706",545,"2,233028","130,238532",",670445","39,345105",,126,499,266,"2,785714","129,924812",",880927","41,173307",544,"4,490809","252,178309","1,362405","76,341039",,91,376,11,"2,727273","91,818182",",821233","27,20968",957,"6,217346","190,355277","1,928524","58,986701",,686,471,61,"2,57377",90,",830536","29,129692",217,"3,410138","177,926267","1,017393","53,036877",,1331,30,6,"1,833333",85,",558758","23,331653",68,"6,544118","205,588235","1,920005","60,400985",,2,131,434,"8,103687","244,412442","2,513964","75,941879",868,"15,241935","472,010369","4,443911","137,244284",,16,240,109,"13,697248","173,256881","4,118805","52,150443",1070,"18,614953","297,313084","5,750947","91,829437",,8,14,19,"10,684211","355,789474","2,81703","90,600735",1394,"18,72023","675,193687","5,704215","205,607009",
1642651,169,31,,,,,,,138,"1,014493","45,652174",",316235","14,230586",,6,1,13,2,30,",628585","9,428767",149,"2,248322","77,818792",",682932","23,948947",,71,44,10,3,180,",827375","49,642499",44,4,240,"1,249947","74,996792",,3,13,29,"3,275862","173,103448",",939116","49,745809",124,"5,193548","280,322581","1,589842","86,24647",,10,105,,,,,,54,"2,425926","72,777778",",706125","21,183747",,3,,,,,,,166,"20,391566","1292,168675","6,237341","396,060963",,,,,,,,,169,"21,95858","358,87574","6,732436","110,029122",,27,79,,,,,,63,2,120,",631305","37,878297",,66,101,,,,,,2,"6,5",250,"1,361842","54,605263",,,11,35,"8,828571","340,428571","2,530165","96,554226",123,"13,642276","494,02439","4,187086","151,154218",,,2,12,"5,916667",355,"1,725217","103,513023",155,"9,690323","580,83871","2,929282","175,553665",,,,,,,,,169,"28,857988","1162,721893","8,716061","350,687501",
1642652,32,25,,7,1,10,",318472","3,184722",,,,,,,,,1,3,30,",875","8,75",31,"9,354839","148,548387","3,046443","48,345161",,14,15,3,4,160,"1,135556","45,422222",,,,,,,,1,,,,,,31,"8,677419","347,096774","2,83616","113,446416",,,,,,,,,32,"6,78125","394,21875","2,205395","128,244922",,,,15,2,160,",645685","51,654815",17,"2,058824","183,529412",",698627","62,382353",,,,,,,,,32,"22,15625","769,84375","7,276932","251,733854",,,,,,,,,32,"3,34375","300,9375","1,091927","98,273438",,6,1,16,2,80,",628542","25,141667",9,"3,444444","123,333333","1,180494","42,604938",,,,,,,,,32,"24,875","918,4375","8,139596","301,1273",,,,,,,,,32,"10,5","452,5","3,402899","146,733854",,,,,,,,,32,"21,8125","884,6875","7,131463","290,016319",
1642653,174,102,,,,,,,72,"1,055556","31,666667",",326861","9,805822",,,,,,,,,174,"5,672414","167,672414","1,682799","50,20108",,119,13,14,3,180,",983978","59,038663",28,4,240,"1,100645","66,03868",,4,6,17,4,240,",895011","53,700657",147,"5,863946","306,122449","1,790929","95,240203",,77,24,,,,,,73,"3,027397","90,821918",",864298","25,928935",,,10,11,"2,636364","139,090909",",850565","44,599525",153,"3,444444","310,588235","1,04509","94,129115",,,4,4,"3,25",90,"1,056035","29,056035",166,"7,012048","205,512048","2,138628","62,954042",,5,2,,,,,,167,"3,011976","180,718563",",923346","55,400768",,126,35,4,"2,75","82,5",",736917","22,107505",9,"7,555556","226,666667","2,372374","71,171215",,,,,,,,,174,"24,494253",1085,"7,255507","321,185287",,18,3,8,"6,625","397,5","1,624999","97,499951",145,"10,848276","650,896552","3,222987","193,379201",,5,1,12,"10,583333","317,5","2,586316","77,589483",156,"12,762821","382,884615","3,817673","114,530194",
1642654,27,1,,,,,,,26,"1,461538","27,692308",",394218","7,547574",,,,,,,,,27,"4,518519","118,888889","1,206826","31,605059",,22,1,4,"3,75","168,75",",860294","38,713236",,,,,,,7,2,3,4,160,"1,279012","51,160494",15,"11,466667","527,333333","3,038446","138,911438",,3,6,,,,,,18,"4,166667","209,444444","1,080501","54,951283",,3,8,3,4,140,"1,015686","35,068627",13,"3,692308","263,076923",",888286","64,862913",,,,,,,,,27,"11,888889","293,518519","3,031542","74,390543",,3,,,,,,,24,3,135,",835512","37,598039",,25,,1,1,60,",35",21,1,35,1350,"7,205882","277,941176",,,4,8,"8,375","262,5","2,355215","74,593954",15,"18,666667",566,"4,736376","144,191285",,7,,2,7,300,"1,801471","77,617647",18,"18,222222","721,111111","4,799728","189,240196",,1,,,,,,,26,"37,846154","1499,423077","9,155958","365,112368",
1642655,262,129,,,,,,,133,"1,007519","15,112782",",293499","4,402488",,,50,1,2,30,",7","10,5",211,"4,744076","124,549763","1,337437","35,262047",,244,1,17,3,180,",800288","48,017301",,,,,,,46,70,61,"3,836066","172,622951","1,038865","46,748936",85,4,180,"1,401734","63,078019",,129,,,,,,,133,"2,045113","122,105263",",564201","33,728197",,41,41,79,"2,012658","135,126582",",595675","40,019354",101,"2,920792","282,722772",",783359","75,85748",,,,,,,,,262,"12,778626","391,240458","3,627973","111,324609",,5,27,,,,,,230,"2,008696","120,521739",",573893","34,433593",,210,13,7,"3,857143","94,285714",",980937","24,017429",32,"5,1875","260,9375","1,347192","70,202342",,18,30,24,"8,958333","268,75","2,510834","75,325027",190,"19,163158","574,894737","5,206973","156,20918",,4,23,125,"6,008","240,24","1,645392","66,643528",110,"8,390909","311,181818","2,413045","90,143405",,,,3,10,310,"2,542774","78,342048",259,"26,772201","826,274131","7,396435","228,656002",
